,deal_id,label_id
310,4695,56
311,4695,261
312,4700,301
313,4707,56
314,4733,301
315,4746,301
316,4747,301
317,4755,261
318,4759,301
319,4765,301
320,4765,404
321,4772,261
322,4777,56
323,4782,56
324,4783,56
325,4784,301
326,4786,301
327,4787,301
328,4788,301
329,4790,301
330,4792,261
331,4804,301
332,4805,301
333,4818,301
334,4825,301
335,4832,301
336,4836,301
337,4837,301
338,4838,301
339,4840,301
340,4841,56
341,4854,301
342,4855,56
343,4860,261
344,4861,301
345,4877,261
346,4879,261
347,4881,56
348,4881,261
349,4882,56
350,4887,302
351,4888,301
352,4889,301
353,4892,261
354,4893,56
355,4896,261
356,4906,261
357,4924,301
358,4926,56
359,4936,56
360,4937,302
361,4943,56
362,4943,261
363,4945,261
364,4948,301
365,4957,56
366,4960,301
367,4961,301
368,4965,261
369,4966,261
370,4971,56
371,4972,56
372,4973,56
373,4974,56
374,4990,56
375,4993,56
376,4993,261
377,4994,301
378,4995,302
379,4996,301
380,5001,56
381,5006,404
382,5007,404
383,5012,56
384,5019,56
385,5042,404
386,5043,261
387,5048,261
388,5053,301
389,5065,261
390,5066,261
391,5069,301
392,5070,302
393,5071,301
394,5073,301
395,5076,261
396,5089,301
397,5090,301
398,5113,301
399,5125,301
400,5126,301
401,5130,261
402,5131,261
403,5135,261
404,5136,56
405,5150,301
406,5154,301
407,5162,261
408,5174,261
409,5183,301
410,5184,302
411,5187,261
412,5188,261
413,5189,261
414,5194,302
415,5195,261
416,5196,301
417,5206,56
418,5210,56
419,5217,404
420,5226,261
421,5250,56
422,5413,302
423,5419,261
424,5498,301
425,5534,301
426,5535,301
427,5536,301
428,5552,301
429,5553,301
430,5553,404
431,5592,301
432,5672,56
433,5684,261
434,5685,261
435,5707,261
436,5708,301
437,5710,261
438,5737,261
439,5882,56
440,5898,301
441,5901,404
442,5902,261
443,5903,261
444,5906,404
445,6201,301
446,6232,56
447,6233,56
448,6234,56
449,6235,56
450,6236,56
451,6237,56
452,6238,56
453,6259,301
454,6262,302
455,6284,404
456,6286,404
457,6289,404
458,6290,404
459,6291,404
460,6293,404
461,6296,301
462,6296,404
463,6302,301
464,6310,404
465,6342,56
466,6345,261
467,6345,404
468,6367,301
469,6376,261
470,6378,301
471,6435,301
472,6438,261
473,6439,301
474,6440,261
475,6441,261
476,6446,301
477,6446,404
478,6451,301
479,6456,56
480,6471,301
481,6473,301
482,6480,301
483,6481,404
484,6483,404
485,6485,261
486,6542,261
487,6552,404
488,6553,261
489,6555,301
490,6564,261
491,6565,261
492,6566,261
493,6567,261
494,6569,56
495,6569,301
496,6570,301
497,6571,301
498,6573,301
499,6581,301
500,6582,404
501,6587,301
502,6589,301
503,6670,301
504,6676,261
505,6678,261
506,6679,301
507,6682,301
508,6686,301
509,6691,301
510,6692,261
511,6702,301
512,6702,404
513,6703,301
514,6704,301
515,6706,301
516,6708,301
517,6709,301
518,6710,301
519,6711,261
520,6712,301
521,6713,56
522,6715,301
523,6718,301
524,6719,301
525,6720,404
526,6721,404
527,6727,301
528,6728,404
529,6730,301
530,6735,261
531,6736,301
532,6736,404
533,6737,301
534,6739,404
535,6740,404
536,6745,301
537,6746,301
538,6747,261
539,6748,301
540,6751,301
541,6752,261
542,6754,261
543,6756,301
544,6757,301
545,6758,301
546,4023,56
547,4161,56
548,4206,261
549,4276,261
550,4288,56
551,4289,56
552,4291,56
553,4388,261
554,4392,56
555,4410,301
556,4411,261
557,4413,261
558,4414,56
559,4421,56
560,4422,56
561,4426,56
562,4434,56
563,4435,56
564,4445,56
565,4447,56
566,4448,56
567,4457,56
568,4458,302
569,4460,56
570,4476,56
571,4489,56
572,4500,261
573,4514,56
574,4599,56
575,4606,56
576,4607,56
577,4609,301
578,4610,301
579,4621,56
580,4656,261
581,4671,56
582,4695,56
583,4695,261
584,4700,301
585,4707,56
586,4733,301
587,4746,301
588,4747,301
589,4755,261
590,4759,301
591,4765,301
592,4765,404
593,4772,261
594,4777,56
595,4782,56
596,4783,56
597,4784,301
598,4786,301
599,4787,301
600,4788,301
601,4790,301
602,4792,261
603,4804,301
604,4805,301
605,4818,301
606,4825,301
607,4832,301
608,4836,301
609,4837,301
610,4838,301
611,4840,301
612,4841,56
613,4854,301
614,4855,56
615,4860,261
616,4861,301
617,4877,261
618,4879,261
619,4881,56
620,4881,261
621,4882,56
622,4887,302
623,4888,301
624,4889,301
625,4892,261
626,4893,56
627,4896,261
628,4906,261
629,4924,301
630,4926,56
631,4936,56
632,4937,302
633,4943,56
634,4943,261
635,4945,261
636,4948,301
637,4957,56
638,4960,301
639,4961,301
640,4965,261
641,4966,261
642,4971,56
643,4972,56
644,4973,56
645,4974,56
646,4990,56
647,4993,56
648,4993,261
649,4994,301
650,4995,302
651,4996,301
652,5001,56
653,5006,404
654,5007,404
655,5012,56
656,5019,56
657,5042,404
658,5043,261
659,5048,261
660,5053,301
661,5065,261
662,5066,261
663,5069,301
664,5070,302
665,5071,301
666,5073,301
667,5076,261
668,5089,301
669,5090,301
670,5113,301
671,5125,301
672,5126,301
673,5130,261
674,5131,261
675,5135,261
676,5136,56
677,5150,301
678,5154,301
679,5162,261
680,5174,261
681,5183,301
682,5184,302
683,5187,261
684,5188,261
685,5189,261
686,5194,302
687,5195,261
688,5196,301
689,5206,56
690,5210,56
691,5217,404
692,5226,261
693,5250,56
694,5413,302
695,5419,261
696,5498,301
697,5534,301
698,5535,301
699,5536,301
700,5552,301
701,5553,301
702,5553,404
703,5592,301
704,5672,56
705,5684,261
706,5685,261
707,5707,261
708,5708,301
709,5710,261
710,5737,261
711,5882,56
712,5898,301
713,5901,404
714,5902,261
715,5903,261
716,5906,404
717,6201,301
718,6232,56
719,6233,56
720,6234,56
721,6235,56
722,6236,56
723,6237,56
724,6238,56
725,6259,301
726,6262,302
727,6284,404
728,6286,404
729,6289,404
730,6290,404
731,6291,404
732,6293,404
733,6296,301
734,6296,404
735,6302,301
736,6310,404
737,6342,56
738,6345,261
739,6345,404
740,6367,301
741,6376,261
742,6378,301
743,6435,301
744,6438,261
745,6439,301
746,6440,261
747,6441,261
748,6446,301
749,6446,404
750,6451,301
751,6456,56
752,6471,301
753,6473,301
754,6480,301
755,6481,404
756,6483,404
757,6485,261
758,6542,261
759,6552,404
760,6553,261
761,6555,301
762,6564,261
763,6565,261
764,6566,261
765,6567,261
766,6569,56
767,6569,301
768,6570,301
769,6571,301
770,6573,301
771,6581,301
772,6582,404
773,6587,301
774,6589,301
775,6670,301
776,6676,261
777,6678,261
778,6679,301
779,6682,301
780,6686,301
781,6691,301
782,6692,261
783,6702,301
784,6702,404
785,6703,301
786,6704,301
787,6705,261
788,6706,301
789,6708,301
790,6709,301
791,6710,301
792,6711,261
793,6712,301
794,6713,56
795,6715,301
796,6718,301
797,6719,301
798,6720,404
799,6721,404
800,6727,301
801,6728,404
802,6730,301
803,6735,261
804,6736,301
805,6736,404
806,6737,301
807,6739,404
808,6740,404
809,6745,301
810,6746,301
811,6747,261
812,6748,301
813,6751,301
814,6752,261
815,6754,261
816,6756,301
817,6757,301
818,6758,301
819,4023,56
820,4161,56
821,4206,261
822,4276,261
823,4288,56
824,4289,56
825,4291,56
826,4388,261
827,4392,56
828,4410,301
829,4411,261
830,4413,261
831,4414,56
832,4421,56
833,4422,56
834,4426,56
835,4434,56
836,4435,56
837,4445,56
838,4447,56
839,4448,56
840,4457,56
841,4458,302
842,4460,56
843,4476,56
844,4489,56
845,4500,261
846,4514,56
847,4599,56
848,4606,56
849,4607,56
850,4609,301
851,4610,301
852,4621,56
853,4656,261
854,4671,56
855,4695,56
856,4695,261
857,4700,301
858,4707,56
859,4733,301
860,4746,301
861,4747,301
862,4755,261
863,4759,301
864,4765,301
865,4765,404
866,4772,261
867,4777,56
868,4782,56
869,4783,56
870,4784,301
871,4786,301
872,4787,301
873,4788,301
874,4790,301
875,4792,261
876,4804,301
877,4805,301
878,4818,301
879,4825,301
880,4832,301
881,4836,301
882,4837,301
883,4838,301
884,4840,301
885,4841,56
886,4854,301
887,4855,56
888,4860,261
889,4861,301
890,4877,261
891,4879,261
892,4881,56
893,4881,261
894,4882,56
895,4887,302
896,4888,301
897,4889,301
898,4892,261
899,4893,56
900,4896,261
901,4906,261
902,4924,301
903,4926,56
904,4936,56
905,4937,302
906,4943,56
907,4943,261
908,4945,261
909,4948,301
910,4957,56
911,4960,301
912,4961,301
913,4965,261
914,4966,261
915,4971,56
916,4972,56
917,4973,56
918,4974,56
919,4990,56
920,4993,56
921,4993,261
922,4994,301
923,4995,302
924,4996,301
925,5001,56
926,5006,404
927,5007,404
928,5012,56
929,5019,56
930,5042,404
931,5043,261
932,5048,261
933,5053,301
934,5065,261
935,5066,261
936,5069,301
937,5070,302
938,5071,301
939,5073,301
940,5076,261
941,5089,301
942,5090,301
943,5113,301
944,5125,301
945,5126,301
946,5130,261
947,5131,261
948,5135,261
949,5136,56
950,5150,301
951,5154,301
952,5162,261
953,5174,261
954,5183,301
955,5184,302
956,5187,261
957,5188,261
958,5189,261
959,5194,302
960,5195,261
961,5196,301
962,5206,56
963,5210,56
964,5217,404
965,5226,261
966,5250,56
967,5413,302
968,5419,261
969,5498,301
970,5534,301
971,5535,301
972,5536,301
973,5552,301
974,5553,301
975,5553,404
976,5592,301
977,5672,56
978,5684,261
979,5685,261
980,5707,261
981,5708,301
982,5710,261
983,5737,261
984,5882,56
985,5898,301
986,5901,404
987,5902,261
988,5903,261
989,5906,404
990,6201,301
991,6232,56
992,6233,56
993,6234,56
994,6235,56
995,6236,56
996,6237,56
997,6238,56
998,6259,301
999,6262,302
1000,6284,404
1001,6286,404
1002,6289,404
1003,6290,404
1004,6291,404
1005,6293,404
1006,6296,301
1007,6296,404
1008,6302,301
1009,6310,404
1010,6342,56
1011,6345,261
1012,6345,404
1013,6367,301
1014,6376,261
1015,6378,301
1016,6435,301
1017,6438,261
1018,6439,301
1019,6440,261
1020,6441,261
1021,6446,301
1022,6446,404
1023,6451,301
1024,6456,56
1025,6471,301
1026,6473,301
1027,6480,301
1028,6481,404
1029,6483,404
1030,6485,261
1031,6542,261
1032,6552,404
1033,6553,261
1034,6555,301
1035,6564,261
1036,6565,261
1037,6566,261
1038,6567,261
1039,6569,56
1040,6569,301
1041,6570,301
1042,6571,301
1043,6573,301
1044,6581,301
1045,6582,404
1046,6587,301
1047,6589,301
1048,6670,301
1049,6676,261
1050,6678,261
1051,6679,301
1052,6682,301
1053,6686,301
1054,6691,301
1055,6692,261
1056,6702,301
1057,6702,404
1058,6703,301
1059,6704,301
1060,6705,261
1061,6706,301
1062,6708,301
1063,6709,301
1064,6710,301
1065,6711,261
1066,6712,301
1067,6713,56
1068,6715,301
1069,6718,301
1070,6719,301
1071,6720,404
1072,6721,404
1073,6727,301
1074,6728,404
1075,6730,301
1076,6735,261
1077,6736,301
1078,6736,404
1079,6737,301
1080,6739,404
1081,6740,404
1082,6745,301
1083,6746,301
1084,6747,261
1085,6748,301
1086,6751,301
1087,6752,261
1088,6754,261
1089,6756,301
1090,6757,301
1091,6758,301
1092,4023,56
1093,4161,56
1094,4206,261
1095,4276,261
1096,4288,56
1097,4289,56
1098,4291,56
1099,4388,261
1100,4392,56
1101,4410,301
1102,4411,261
1103,4413,261
1104,4414,56
1105,4421,56
1106,4422,56
1107,4426,56
1108,4434,56
1109,4435,56
1110,4445,56
1111,4447,56
1112,4448,56
1113,4457,56
1114,4458,302
1115,4460,56
1116,4476,56
1117,4489,56
1118,4500,261
1119,4514,56
1120,4599,56
1121,4606,56
1122,4607,56
1123,4609,301
1124,4610,301
1125,4621,56
1126,4656,261
1127,4671,56
1128,4695,56
1129,4695,261
1130,4700,301
1131,4707,56
1132,4733,301
1133,4746,301
1134,4747,301
1135,4755,261
1136,4759,301
1137,4765,301
1138,4765,404
1139,4772,261
1140,4777,56
1141,4782,56
1142,4783,56
1143,4784,301
1144,4786,301
1145,4787,301
1146,4788,301
1147,4790,301
1148,4792,261
1149,4804,301
1150,4805,301
1151,4818,301
1152,4825,301
1153,4832,301
1154,4836,301
1155,4837,301
1156,4838,301
1157,4840,301
1158,4841,56
1159,4854,301
1160,4855,56
1161,4860,261
1162,4861,301
1163,4877,261
1164,4879,261
1165,4881,56
1166,4881,261
1167,4882,56
1168,4887,302
1169,4888,301
1170,4889,301
1171,4892,261
1172,4893,56
1173,4896,261
1174,4906,261
1175,4924,301
1176,4926,56
1177,4936,56
1178,4937,302
1179,4943,56
1180,4943,261
1181,4945,261
1182,4948,301
1183,4957,56
1184,4960,301
1185,4961,301
1186,4965,261
1187,4966,261
1188,4971,56
1189,4972,56
1190,4973,56
1191,4974,56
1192,4990,56
1193,4993,56
1194,4993,261
1195,4994,301
1196,4995,302
1197,4996,301
1198,5001,56
1199,5006,404
1200,5007,404
1201,5012,56
1202,5019,56
1203,5042,404
1204,5043,261
1205,5048,261
1206,5065,261
1207,5066,261
1208,5069,301
1209,5070,302
1210,5071,301
1211,5073,301
1212,5076,261
1213,5089,301
1214,5090,301
1215,5113,301
1216,5125,301
1217,5126,301
1218,5130,261
1219,5131,261
1220,5135,261
1221,5136,56
1222,5150,301
1223,5154,301
1224,5162,261
1225,5174,261
1226,5183,301
1227,5184,302
1228,5187,261
1229,5188,261
1230,5194,302
1231,5195,261
1232,5196,301
1233,5206,56
1234,5210,56
1235,5217,404
1236,5226,261
1237,5250,56
1238,5413,302
1239,5419,261
1240,5498,301
1241,5534,301
1242,5535,301
1243,5536,301
1244,5552,301
1245,5553,301
1246,5553,404
1247,5592,301
1248,5672,56
1249,5684,261
1250,5685,261
1251,5707,261
1252,5708,301
1253,5710,261
1254,5737,261
1255,5882,56
1256,5898,301
1257,5901,404
1258,5902,261
1259,5903,261
1260,5906,404
1261,6201,301
1262,6232,56
1263,6233,56
1264,6234,56
1265,6235,56
1266,6236,56
1267,6237,56
1268,6238,56
1269,6259,301
1270,6262,302
1271,6284,404
1272,6286,404
1273,6289,404
1274,6290,404
1275,6291,404
1276,6293,404
1277,6296,301
1278,6296,404
1279,6302,301
1280,6310,404
1281,6342,56
1282,6345,261
1283,6345,404
1284,6367,301
1285,6376,261
1286,6378,301
1287,6435,301
1288,6438,261
1289,6439,301
1290,6440,261
1291,6441,261
1292,6446,301
1293,6446,404
1294,6451,301
1295,6456,56
1296,6471,301
1297,6473,301
1298,6480,301
1299,6481,404
1300,6483,404
1301,6485,261
1302,6542,261
1303,6552,404
1304,6553,261
1305,6555,301
1306,6565,261
1307,6567,261
1308,6569,56
1309,6569,301
1310,6570,301
1311,6571,301
1312,6573,301
1313,6581,301
1314,6582,404
1315,6587,301
1316,6589,301
1317,6670,301
1318,6678,261
1319,6682,301
1320,6686,301
1321,6691,301
1322,6692,261
1323,6702,301
1324,6702,404
1325,6703,301
1326,6704,301
1327,6705,261
1328,6706,301
1329,6711,261
1330,6713,56
1331,6718,301
1332,6719,301
1333,6720,404
1334,6721,404
1335,6727,301
1336,6728,404
1337,6730,301
1338,6735,261
1339,6736,301
1340,6736,404
1341,6739,404
1342,6740,404
1343,6747,404
1344,6748,301
1345,6751,301
1346,6752,261
1347,6754,261
1348,6756,301
1349,6757,301
1350,6758,301
1351,6761,301
1352,4023,56
1353,4161,56
1354,4206,261
1355,4276,261
1356,4288,56
1357,4289,56
1358,4291,56
1359,4388,261
1360,4392,56
1361,4410,301
1362,4411,261
1363,4413,261
1364,4414,56
1365,4421,56
1366,4422,56
1367,4426,56
1368,4434,56
1369,4435,56
1370,4445,56
1371,4447,56
1372,4448,56
1373,4457,56
1374,4458,302
1375,4460,56
1376,4476,56
1377,4489,56
1378,4500,261
1379,4514,56
1380,4599,56
1381,4606,56
1382,4607,56
1383,4609,301
1384,4610,301
1385,4621,56
1386,4656,261
1387,4671,56
1388,4695,56
1389,4695,261
1390,4700,301
1391,4707,56
1392,4733,301
1393,4746,301
1394,4747,301
1395,4755,261
1396,4759,301
1397,4765,301
1398,4765,404
1399,4772,261
1400,4777,56
1401,4782,56
1402,4783,56
1403,4784,301
1404,4786,301
1405,4787,301
1406,4788,301
1407,4790,301
1408,4792,261
1409,4804,301
1410,4805,301
1411,4818,301
1412,4825,301
1413,4832,301
1414,4836,301
1415,4837,301
1416,4838,301
1417,4840,301
1418,4841,56
1419,4854,301
1420,4855,56
1421,4860,261
1422,4861,301
1423,4877,261
1424,4879,261
1425,4881,56
1426,4881,261
1427,4882,56
1428,4887,302
1429,4888,301
1430,4889,301
1431,4892,261
1432,4893,56
1433,4896,261
1434,4906,261
1435,4924,301
1436,4926,56
1437,4936,56
1438,4937,302
1439,4943,56
1440,4943,261
1441,4945,261
1442,4948,301
1443,4957,56
1444,4960,301
1445,4961,301
1446,4965,261
1447,4966,261
1448,4971,56
1449,4972,56
1450,4973,56
1451,4974,56
1452,4990,56
1453,4993,56
1454,4993,261
1455,4994,301
1456,4995,302
1457,4996,301
1458,5001,56
1459,5006,404
1460,5007,404
1461,5012,56
1462,5019,56
1463,5042,404
1464,5043,261
1465,5048,261
1466,5065,261
1467,5066,261
1468,5069,301
1469,5070,302
1470,5071,301
1471,5073,301
1472,5076,261
1473,5089,301
1474,5090,301
1475,5113,301
1476,5125,301
1477,5126,301
1478,5130,261
1479,5131,261
1480,5135,261
1481,5136,56
1482,5150,301
1483,5154,301
1484,5162,261
1485,5174,261
1486,5183,301
1487,5184,302
1488,5187,261
1489,5188,261
1490,5194,302
1491,5195,261
1492,5196,301
1493,5206,56
1494,5210,56
1495,5217,404
1496,5226,261
1497,5250,56
1498,5413,302
1499,5419,261
1500,5498,301
1501,5534,301
1502,5535,301
1503,5536,301
1504,5552,301
1505,5553,301
1506,5553,404
1507,5592,301
1508,5672,56
1509,5684,261
1510,5685,261
1511,5707,261
1512,5708,301
1513,5710,261
1514,5737,261
1515,5882,56
1516,5898,301
1517,5901,404
1518,5902,261
1519,5903,261
1520,5906,404
1521,6201,301
1522,6232,56
1523,6233,56
1524,6234,56
1525,6235,56
1526,6236,56
1527,6237,56
1528,6238,56
1529,6259,301
1530,6262,302
1531,6284,404
1532,6286,404
1533,6289,404
1534,6290,404
1535,6291,404
1536,6293,404
1537,6296,301
1538,6296,404
1539,6302,301
1540,6310,404
1541,6342,56
1542,6345,261
1543,6345,404
1544,6367,301
1545,6376,261
1546,6378,301
1547,6435,301
1548,6438,261
1549,6439,301
1550,6440,261
1551,6441,261
1552,6446,301
1553,6446,404
1554,6451,301
1555,6456,56
1556,6471,301
1557,6473,301
1558,6480,301
1559,6481,404
1560,6483,404
1561,6485,261
1562,6542,261
1563,6552,404
1564,6553,261
1565,6555,301
1566,6565,261
1567,6567,261
1568,6569,56
1569,6569,301
1570,6570,301
1571,6571,301
1572,6573,301
1573,6581,301
1574,6582,404
1575,6587,301
1576,6589,301
1577,6670,301
1578,6678,261
1579,6682,301
1580,6686,301
1581,6691,301
1582,6692,261
1583,6702,301
1584,6702,404
1585,6703,301
1586,6704,301
1587,6705,261
1588,6706,301
1589,6711,261
1590,6713,56
1591,6718,301
1592,6719,301
1593,6720,404
1594,6721,404
1595,6727,301
1596,6728,404
1597,6730,301
1598,6735,261
1599,6736,301
1600,6736,404
1601,6739,404
1602,6740,404
1603,6747,404
1604,6748,301
1605,6751,301
1606,6752,261
1607,6754,261
1608,6756,301
1609,6757,301
1610,6758,301
1611,6761,301
1612,6767,301
1613,4023,56
1614,4161,56
1615,4206,261
1616,4276,261
1617,4288,56
1618,4289,56
1619,4291,56
1620,4388,261
1621,4392,56
1622,4410,301
1623,4411,261
1624,4413,261
1625,4414,56
1626,4421,56
1627,4422,56
1628,4426,56
1629,4434,56
1630,4435,56
1631,4445,56
1632,4447,56
1633,4448,56
1634,4457,56
1635,4458,302
1636,4460,56
1637,4476,56
1638,4489,56
1639,4500,261
1640,4514,56
1641,4599,56
1642,4606,56
1643,4607,56
1644,4609,301
1645,4610,301
1646,4621,56
1647,4656,261
1648,4671,56
1649,4695,56
1650,4695,261
1651,4700,301
1652,4707,56
1653,4733,301
1654,4746,301
1655,4747,301
1656,4755,261
1657,4759,301
1658,4765,301
1659,4765,404
1660,4772,261
1661,4777,56
1662,4782,56
1663,4783,56
1664,4784,301
1665,4786,301
1666,4787,301
1667,4788,301
1668,4790,301
1669,4792,261
1670,4804,301
1671,4805,301
1672,4818,301
1673,4825,301
1674,4832,301
1675,4836,301
1676,4837,301
1677,4838,301
1678,4840,301
1679,4841,56
1680,4854,301
1681,4855,56
1682,4860,261
1683,4861,301
1684,4877,261
1685,4879,261
1686,4881,56
1687,4881,261
1688,4882,56
1689,4887,302
1690,4888,301
1691,4889,301
1692,4892,261
1693,4893,56
1694,4896,261
1695,4906,261
1696,4924,301
1697,4926,56
1698,4936,56
1699,4937,302
1700,4943,56
1701,4943,261
1702,4945,261
1703,4948,301
1704,4957,56
1705,4960,301
1706,4961,301
1707,4965,261
1708,4966,261
1709,4971,56
1710,4972,56
1711,4973,56
1712,4974,56
1713,4990,56
1714,4993,56
1715,4993,261
1716,4994,301
1717,4995,302
1718,4996,301
1719,5001,56
1720,5006,404
1721,5007,404
1722,5012,56
1723,5019,56
1724,5042,404
1725,5043,261
1726,5048,261
1727,5065,261
1728,5066,261
1729,5069,301
1730,5070,302
1731,5071,301
1732,5073,301
1733,5076,261
1734,5089,301
1735,5090,301
1736,5113,301
1737,5125,301
1738,5126,301
1739,5130,261
1740,5131,261
1741,5135,261
1742,5136,56
1743,5150,301
1744,5154,301
1745,5162,261
1746,5174,261
1747,5183,301
1748,5184,302
1749,5187,261
1750,5188,261
1751,5194,302
1752,5195,261
1753,5196,301
1754,5206,56
1755,5210,56
1756,5217,404
1757,5226,261
1758,5250,56
1759,5413,302
1760,5419,261
1761,5498,301
1762,5534,301
1763,5535,301
1764,5536,301
1765,5552,301
1766,5553,301
1767,5553,404
1768,5592,301
1769,5672,56
1770,5684,261
1771,5685,261
1772,5707,261
1773,5708,301
1774,5710,261
1775,5737,261
1776,5882,56
1777,5898,301
1778,5901,404
1779,5902,261
1780,5903,261
1781,5906,404
1782,6201,301
1783,6232,56
1784,6233,56
1785,6234,56
1786,6235,56
1787,6236,56
1788,6237,56
1789,6238,56
1790,6259,301
1791,6262,302
1792,6284,404
1793,6286,404
1794,6289,404
1795,6290,404
1796,6291,404
1797,6293,404
1798,6296,301
1799,6296,404
1800,6302,301
1801,6310,404
1802,6342,56
1803,6345,261
1804,6345,404
1805,6367,301
1806,6376,261
1807,6378,301
1808,6435,301
1809,6438,261
1810,6439,301
1811,6440,261
1812,6441,261
1813,6446,301
1814,6446,404
1815,6451,301
1816,6456,56
1817,6471,301
1818,6473,301
1819,6480,301
1820,6481,404
1821,6483,404
1822,6485,261
1823,6542,261
1824,6552,404
1825,6553,261
1826,6555,301
1827,6565,261
1828,6567,261
1829,6569,56
1830,6569,301
1831,6570,301
1832,6571,301
1833,6573,301
1834,6581,301
1835,6582,404
1836,6587,301
1837,6589,301
1838,6670,301
1839,6678,261
1840,6682,301
1841,6686,301
1842,6691,301
1843,6692,261
1844,6702,301
1845,6702,404
1846,6703,301
1847,6704,301
1848,6705,261
1849,6706,301
1850,6711,261
1851,6713,56
1852,6718,301
1853,6719,301
1854,6720,404
1855,6721,404
1856,6727,301
1857,6728,404
1858,6730,301
1859,6735,261
1860,6736,301
1861,6736,404
1862,6739,404
1863,6740,404
1864,6747,404
1865,6748,301
1866,6751,301
1867,6752,261
1868,6754,261
1869,6756,301
1870,6757,301
